Mask Type,Method,LPIPS,PSNR,SSIM,FID,Time (s/sample),Peak Memory (MB/image)
box,LanPaint-5,0.16747771085254728,17.944178142244855,0.7969856555499728,45.067134857177734,4.2746966314315795,904.1995239257812
checkerboard,LanPaint-5,0.10722198904979796,21.726178789895677,0.7479182311466762,19.382118225097656,4.281341569423676,903.3167114257812
half,LanPaint-5,0.3154308885808975,13.867669181218224,0.5794844977439396,43.86815643310547,4.277505137443542,903.3167114257812
