Mask Type,Method,LPIPS,PSNR,SSIM,FID,Time (s/sample),Peak Memory (MB/image)
box,LanPaint-5,0.17170146084021007,17.736853917439777,0.793717969031561,46.46342468261719,4.267375391006469,904.1995239257812
checkerboard,LanPaint-5,0.1172358129942228,21.34103768969339,0.7373884660857064,21.370891571044922,4.26704776096344,903.3167114257812
half,LanPaint-5,0.31471451312776594,13.714768530830504,0.5743511659758431,45.41228485107422,4.262331642866135,903.3167114257812
