Mask Type,Method,LPIPS,PSNR,SSIM,FID,Time (s/sample),Peak Memory (MB/image)
polyedge,LanPaint-5,0.09404048459633949,19.843372148180766,0.8993037891766381,25.870759963989258,4.2893998405933385,904.6741333007812
